id,fwr,szi,bp,bt,rbp,fh,drw,lyrs
328,2,1.5,3.3,149,3.5,0,n,s316:0.1_s316:0.1_ptfe:0.1
329,2,1.5,3.3,149,3.13,0,n,s316:0.1_s316:0.1_ptfe:0.1
330,2,1.5,3.3,149,3.85,0,n,s316:0.1_s316:0.1_ptfe:0.1
331,2,1.5,3.3,149,3.1,0,n,s316:0.1_s316:0.1_ptfe:0.1
332,2,1.5,3.3,149,2.65,0,n,s316:0.1_s316:0.1_ptfe:0.1
333,2,1.5,3.3,149,3.7,0,n,s316:0.1_s316:0.1_ptfe:0.1
334,2,1.5,3.3,149,3.1,0,n,s316:0.1_s316:0.2_ptfe:0.1
335,2,1.5,3.3,149,3.03,0,n,s316:0.1_s316:0.2_ptfe:0.1
336,2,1.5,204,20,24.46,0,n,s316:0.4_inconel:0.42_ptfe:0.3
337,2,1.5,204,20,17.79,0,n,s316:0.4_inconel:0.42_ptfe:0.3
338,2,1.5,204,20,19.06,0,n,s316:0.4_inconel:0.42_ptfe:0.3
339,2,1.5,204,20,19.86,0,n,s316:0.4_inconel:0.42_ptfe:0.3
340,2,1.5,204,20,19.02,0,n,s316:0.4_inconel:0.42_ptfe:0.3
341,2,1.5,204,20,21.78,0,n,s316:0.4_inconel:0.42_ptfe:0.3
342,2,1.5,204,20,19.11,0,n,s316:0.4_inconel:0.42_ptfe:0.3
343,2,1.5,204,20,19.57,0,n,s316:0.4_inconel:0.42_ptfe:0.3
344,2,3,3.25,48,3.12,0,n,s316:0.5_s316:0.5_fep:0.15
345,2,3,3.25,48,2.97,0,n,s316:0.5_s316:0.5_fep:0.15
346,2,3,3.25,48,3.09,0,n,s316:0.5_s316:0.5_fep:0.15
347,2,3,3.25,48,3.17,0,n,s316:0.5_s316:0.5_fep:0.15
348,2,14,8.81,180,7.83,0,n,s316:1.5_s316:1_ptfe:0.5
349,2,6,5.49,82,5.61,0,n,s316:0.5_s316:0.3_tef:0.5
350,2,6,5.49,82,5.57,0,n,s316:0.5_s316:0.3_tef:0.5
351,2,6,5.49,82,5.13,0,n,s316:0.5_s316:0.3_tef:0.5
352,2,6,5.49,82,5.54,0,n,s316:0.5_s316:0.3_tef:0.5
353,2,6,5.49,82,5.6,0,n,s316:0.5_s316:0.3_tef:0.5
354,2,3,5.49,82,5.8,0,n,s316:0.5_s316:0.3_tef:0.5
355,2,3,5.49,82,5.84,0,n,s316:0.5_s316:0.3_tef:0.5
356,2,3,5.49,82,5.72,0,n,s316:0.5_s316:0.3_tef:0.5
357,2,3,5.49,82,5.78,0,n,s316:0.5_s316:0.3_tef:0.5
358,2,3,5.49,82,5.66,0,n,s316:0.5_s316:0.3_tef:0.5
359,2,10,3,200,3.42,0,n,s316:1.5_s316:0.1_tef:0.5
360,2,10,3,200,4,0,n,s316:1.5_s316:0.1_tef:0.5
361,2,10,3,200,2.94,0,n,s316:1.5_s316:0.1_tef:0.5
362,2,10,3,200,3.03,0,n,s316:1.5_s316:0.1_tef:0.5
363,2,10,3,200,2.8,0,n,s316:1.5_s316:0.1_tef:0.5
364,2,10,3,200,4.1,0,n,s316:1.5_s316:0.1_tef:0.5
365,2,10,3,200,3.3,0,n,s316:1.5_s316:0.1_tef:0.5
366,2,10,3,200,2.88,0,n,s316:1.5_s316:0.1_tef:0.5
367,2,10,3,200,2.97,0,n,s316:1.5_s316:0.1_tef:0.5
368,2,10,2.7,200,2.63,0,n,s316:1.5_s316:0.1_tef:0.5
369,2,10,2.7,200,3.13,0,n,s316:1.5_s316:0.1_tef:0.5
370,2,10,2.7,200,2.88,0,n,s316:1.5_s316:0.1_tef:0.5
371,2,10,2.7,200,2.71,0,n,s316:1.5_s316:0.1_tef:0.5
372,2,10,2.7,200,2.6,0,n,s316:1.5_s316:0.1_tef:0.5
373,2,10,2.7,200,8,0,n,s316:1.5_s316:0.1_tef:0.5
374,2,10,2.7,200,5.57,0,n,s316:1.5_s316:0.1_tef:0.5
375,2,10,2.7,200,2.58,0,n,s316:1.5_s316:0.1_tef:0.5
376,2,10,2.7,200,3.65,0,n,s316:1.5_s316:0.1_tef:0.5
377,2,10,2.7,200,3.85,0,n,s316:1.5_s316:0.1_tef:0.5
378,2,8,2.6,140,1.8,0,n,s316:0.5_s316:0.4_tef:0.3
379,2,8,2.6,140,3.8,0,n,s316:0.5_s316:0.4_tef:0.3
380,2,8,2.6,140,2.79,0,n,s316:0.5_s316:0.4_tef:0.3
381,2,8,2.6,140,2.57,0,n,s316:0.5_s316:0.4_tef:0.3
382,2,8,2.6,140,2.56,0,n,s316:0.5_s316:0.4_tef:0.3
383,2,8,2.6,140,2.46,0,n,s316:0.5_s316:0.4_tef:0.3
384,2,8,2.6,140,2.59,0,n,s316:0.5_s316:0.4_tef:0.3
385,2,8,2.6,140,2.49,0,n,s316:0.5_s316:0.4_tef:0.3
386,2,3,4.2,50,4.03,0,n,s316:0.3_s316:0.3_tef:0.1
387,2,3,4.2,50,4.16,0,n,s316:0.3_s316:0.3_tef:0.1
388,2,3,4.2,50,4.43,0,n,s316:0.3_s316:0.3_tef:0.1
389,2,3,4.2,50,4.15,0,n,s316:0.3_s316:0.3_tef:0.1
390,2,3,4.2,50,4.25,0,n,s316:0.3_s316:0.3_tef:0.1
391,2,14,8.81,180,8.25,0,n,s316:1_s316:1.5_tef:0.4
392,2,14,8.81,180,8.18,0,n,s316:1_s316:1.5_tef:0.4
393,2,10,160,2,1.94,0,n,s316:0.5_s316:0.5_ptfe:0.4
394,2,10,160,2,1.6,0,n,s316:0.5_s316:0.5_ptfe:0.4
395,2,10,160,2,1.91,0,n,s316:0.5_s316:0.5_ptfe:0.4
396,2,16,160,2,2.03,0,n,s316:0.5_s316:0.5_ptfe:0.4
397,2,3,3.5,240,4.2,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
398,2,3,3.5,240,3.5,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
399,2,3,3.5,240,6.2,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
400,2,3,3.5,240,5.4,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
401,2,3,3.5,240,10,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
402,2,3,3.5,240,4.7,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
403,2,3,3.5,240,6.9,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
404,2,3,3.5,240,3.78,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
405,2,3,3.5,240,4.91,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
406,2,3,3.5,240,5.5,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
407,2,3,3.5,240,3.58,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
408,2,3,3.5,240,3.25,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
409,2,3,3.5,240,3.33,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
410,2,3,3.5,240,3.47,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
411,2,3,3.5,240,3.04,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
412,2,3,3.5,240,3.33,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
413,2,3,3.5,240,4.2,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
414,2,3,3.5,240,4,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
415,2,3,3.5,240,3.58,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
416,2,3,3.5,240,5.33,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
417,2,3,3.5,240,6.83,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
418,2,4,3.25,180,3.11,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
419,2,4,3.25,180,3.27,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
420,2,4,3.25,180,3.5,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
421,2,4,3.25,180,4.09,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
422,2,4,3.25,180,5,0,n,s316:0.3_s316:0.3_ aluminum :0.1_tef:0.1
423,2,4,5,22,3.73,0,n,s316:0.5_s316:0.5_tef:0.1
424,2,4,5,22,5.1,0,n,s316:0.5_s316:0.5_tef:0.1
425,2,4,5,22,5.5,0,n,s316:0.5_s316:0.5_tef:0.1
426,2,4,5,22,5.2,0,n,s316:0.5_s316:0.5_tef:0.1
427,2,4,5,22,4.9,0,n,s316:0.5_s316:0.5_tef:0.1
428,2,4,5,22,4.84,0,n,s316:0.5_s316:0.5_tef:0.1
429,2,4,5,22,5.05,0,n,s316:0.5_s316:0.5_tef:0.1
430,2,4,5,22,4.85,0,n,s316:0.5_s316:0.5_tef:0.1
431,2,4,5,22,4.12,0,n,s316:0.5_s316:0.5_tef:0.1
432,2,4,5,22,5.4,0,n,s316:0.5_s316:0.5_tef:0.1
433,2,4,5,22,5.2,0,n,s316:0.5_s316:0.5_tef:0.1
434,2,4,5,22,5.1,0,n,s316:0.5_s316:0.5_tef:0.1
435,2,4,5,22,4.72,0,n,s316:0.5_s316:0.5_tef:0.1
436,2,4,5,22,5.04,0,n,s316:0.5_s316:0.5_tef:0.1
437,2,4,5,22,5.003,0,n,s316:0.5_s316:0.5_tef:0.1
438,2,12,3.5,250,4.5,0,n,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5
439,2,12,3.5,250,3.58,0,n,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5
440,2,12,3.5,250,6.63,0,n,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5
441,2,12,3.5,250,3.85,0,n,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5
442,2,12,3.5,250,5.94,0,n,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5
443,2,12,3.5,250,5.5,0,n,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5
444,2,12,3.5,250,6.25,0,n,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5
445,2,12,3.5,250,3.53,0,n,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5
446,2,12,3.5,250,2.25,0,n,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5
447,2,3,4.2,50,3.98,0,n,s316:0.5_s316:0.5_tef:0.1
448,2,3,4.2,50,3.95,0,n,s316:0.5_s316:0.5_tef:0.1
449,2,3,4.2,50,4.05,0,n,s316:0.5_s316:0.5_tef:0.1
450,2,3,4.2,50,3.74,0,n,s316:0.5_s316:0.5_tef:0.1
451,2,3,4.2,50,3.64,0,n,s316:0.5_s316:0.5_tef:0.1
452,2,3,4.2,50,3.54,0,n,s316:0.5_s316:0.5_tef:0.1
453,2,3,4.2,50,3.72,0,n,s316:0.5_s316:0.5_tef:0.1
454,2,3,4.2,50,3.95,0,n,s316:0.5_s316:0.5_tef:0.1
455,2,3,4.2,50,3.9,0,n,s316:0.5_s316:0.5_tef:0.1
456,2,3,4.2,50,4.04,0,n,s316:0.5_s316:0.5_tef:0.1
457,2,3,4.2,50,3.95,0,n,s316:0.5_s316:0.5_tef:0.1
458,2,3,4.2,50,4.6,0,n,s316:0.5_s316:0.5_tef:0.1
459,2,3,4.2,50,4.7,0,n,s316:0.5_s316:0.5_tef:0.1
460,2,3,4.2,50,5,0,n,s316:0.5_s316:0.5_tef:0.1
461,2,3,4.2,50,4.15,0,n,s316:0.5_s316:0.5_tef:0.1
462,2,3,4.2,50,4.2,0,n,s316:0.5_s316:0.5_tef:0.1
463,2,3,4.2,50,4.12,0,n,s316:0.5_s316:0.5_tef:0.1
464,2,3,4.2,50,4.65,0,n,s316:0.5_s316:0.5_tef:0.1
465,2,3,4.2,50,4.22,0,n,s316:0.5_s316:0.5_tef:0.1
466,2,3,4.2,50,4.45,0,n,s316:0.5_s316:0.5_tef:0.1
467,2,3,4.2,50,4.25,0,n,s316:0.5_s316:0.5_tef:0.1
468,2,3,4.2,50,5.3,0,n,s316:0.5_s316:0.5_tef:0.1
