id,tipical,nmsize,m1,t1,m2,t2,m3,t3,m4,t4,m5,t5,brpr,brtm,rbrpr,fmht,drw,layers,mnlyr,vclyr,sllyr,xtlyr,ultlyr,description
640,reverse,4,s316,1.5,s316,0.1,ptfe,0.1,,,,,30.5,60,33.1,20.91,A4inRP9,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
641,reverse,4,s316,1.5,s316,0.1,ptfe,0.1,,,,,30.5,60,32.83,20.91,A4inRP9,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
642,reverse,4,s316,1.5,s316,0.1,ptfe,0.1,,,,,30.5,60,30.08,20.91,A4inRP9Modified,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
643,reverse,4,s316,1.5,s316,0.1,ptfe,0.1,,,,,30.5,60,30.15,20.91,A4inRP9Modified,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
644,reverse,4,s316,2.5,s316,0.1,ptfe,0.1,,,,,30.5,60,30.04,20.91,A6inRP18M,s316:2.5_s316:0.1_ptfe:0.1,s316:2.5,s316:0.1,ptfe:0.1,,,
645,reverse,4,s316,2.5,s316,0.1,ptfe,0.1,,,,,30.5,60,25.5,20.91,A6inRP18.sec.M,s316:2.5_s316:0.1_ptfe:0.1,s316:2.5,s316:0.1,ptfe:0.1,,,
646,reverse,4,s316,2.5,s316,0.1,ptfe,0.1,,,,,30.5,60,29.3,20.91,A6inRP18.Third.M,s316:2.5_s316:0.1_ptfe:0.1,s316:2.5,s316:0.1,ptfe:0.1,,,
647,reverse,4,s316,2.5,s316,0.1,ptfe,0.1,,,,,30.5,60,30.3,20.91,A6inRP18M,s316:2.5_s316:0.1_ptfe:0.1,s316:2.5,s316:0.1,ptfe:0.1,,,
648,reverse,4,s316,2.5,s316,0.1,ptfe,0.1,,,,,30.5,60,29,20.91,A6inRP18.Third.M,s316:2.5_s316:0.1_ptfe:0.1,s316:2.5,s316:0.1,ptfe:0.1,,,
649,reverse,4,s316,2.5,s316,0.1,ptfe,0.1,,,,,30.5,60,29,20.91,A6inRP18,s316:2.5_s316:0.1_ptfe:0.1,s316:2.5,s316:0.1,ptfe:0.1,,,
650,reverse,4,s316,2,s316,0.1,ptfe,0.1,,,,,30.5,60,26.76,20.91,A6inRP19,s316:2_s316:0.1_ptfe:0.1,s316:2,s316:0.1,ptfe:0.1,,,
651,reverse,4,s316,2,s316,0.1,ptfe,0.1,,,,,30.5,60,29.16,20.91,A6inRP20,s316:2_s316:0.1_ptfe:0.1,s316:2,s316:0.1,ptfe:0.1,,,
652,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,11,45,8.32,21,A4inRP1,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
653,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,11,45,11.75,21,A4inRP3,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
654,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,11,45,11.75,21,A4inRP1,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
655,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,11,45,15.4,21,A4inRP1,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
656,reverse,4,hastelloy,1, hastelloy,0.05,ptfe,0.1,,,,,11,45,11.23,21,A4inRP4,hastelloy:1_ hastelloy:0.05_ptfe:0.1,hastelloy:1, hastelloy:0.05,ptfe:0.1,,,
657,reverse,4,hastelloy,1, hastelloy,0.05,ptfe,0.1,,,,,11,45,12,21,A4inRP4.m.,hastelloy:1_ hastelloy:0.05_ptfe:0.1,hastelloy:1, hastelloy:0.05,ptfe:0.1,,,
658,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,7,63.6,5,19.68,4inPR1,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
659,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,7,63.6,5.7,19.64,4inPR1,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
660,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,7,63.6,6.02,19.7,4inPR2,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
661,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,7,63.6,6,19.7,4inPR2,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
662,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,7,63.6,7.6,19.7,4inPR3,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
663,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,7,63.6,7.4,19.7,__,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
664,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,7,63.6,6.64,19.7,__,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
665,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,7,63.6,7.45,19.7,4inPR3,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
666,reverse,4,s316,1,s316,0.05,ptfe,0.1,,,,,7,63.6,7.45,19.7,4inPR3,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
667,reverse,4,s316,0.3,s316,0.3,ptfe,0.1,,,,,0.17,22,0.302,17.87,2inch21,s316:0.3_s316:0.3_ptfe:0.1,s316:0.3,s316:0.3,ptfe:0.1,,,
668,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,9,80,8.1,32.92,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
669,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,9,80,7.15,21.57,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
670,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,9,80,8.93,21.57,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
671,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,9,80,8.9,21.57,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
672,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,9,80,7.74,21.57,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
673,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,9,80,8.5,21.57,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
674,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,11,45,10.55,38.62,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
675,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,11,45,9.7,19.82,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
676,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,11,45,11,19.82,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
677,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,11,45,8.9,19.82,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
678,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,11,45,10.28,19.82,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
679,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,11,45,9.54,19.82,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
680,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,11,45,9.28,19.82,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
681,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,12.8,120,12.6,5.88,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
682,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,12.8,120,9.9,24.68,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
683,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,12.8,120,12.9,24.68,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
684,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,12.8,120,12.6,24.68,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
685,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,12.8,120,16,24.68,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
686,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,12.8,120,15.55,24.68,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
687,reverse,4,s316,1,s316,0.1,ptfe,0.1,,,,,12.8,120,11.43,24.68,,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
688,reverse,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,7,280,7.65,39.3,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
689,reverse,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,7,280,6.78,19.71,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
690,reverse,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,7,280,7.16,19.71,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
691,reverse,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,7,280,7.8,19.71,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
692,reverse,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,7,280,6.2,19.71,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
693,reverse,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,7,280,8.2,19.71,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
694,reverse,4,hastelloy,1,s316,0.1,ptfe,0.1,,,,,50,320,42,15.62,,hastelloy:1_s316:0.1_ptfe:0.1,hastelloy:1,s316:0.1,ptfe:0.1,,,
695,reverse,4,hastelloy,1,s316,0.1,ptfe,0.1,,,,,50,320,48.5,23.36,,hastelloy:1_s316:0.1_ptfe:0.1,hastelloy:1,s316:0.1,ptfe:0.1,,,
696,reverse,4,hastelloy,1,s316,0.1,ptfe,0.1,,,,,50,320,45,23.36,,hastelloy:1_s316:0.1_ptfe:0.1,hastelloy:1,s316:0.1,ptfe:0.1,,,
697,reverse,4,hastelloy,1,s316,0.1,ptfe,0.1,,,,,50,320,31,23.36,,hastelloy:1_s316:0.1_ptfe:0.1,hastelloy:1,s316:0.1,ptfe:0.1,,,
698,reverse,4,inconel,0.5,s316,0.1,ptfe,0.1,,,,,10.5,180,11.4,51.13,,inconel:0.5_s316:0.1_ptfe:0.1,inconel:0.5,s316:0.1,ptfe:0.1,,,
699,reverse,4,inconel,0.5,s316,0.1,ptfe,0.1,,,,,10.5,180,11.2,16.28,,inconel:0.5_s316:0.1_ptfe:0.1,inconel:0.5,s316:0.1,ptfe:0.1,,,
700,reverse,4,inconel,0.5,s316,0.1,ptfe,0.1,,,,,10.5,180,11.55,17.3,,inconel:0.5_s316:0.1_ptfe:0.1,inconel:0.5,s316:0.1,ptfe:0.1,,,
701,reverse,4,inconel,0.5,s316,0.1,ptfe,0.1,,,,,10.5,180,11.05,18.6,,inconel:0.5_s316:0.1_ptfe:0.1,inconel:0.5,s316:0.1,ptfe:0.1,,,
702,reverse,4,inconel,0.5,s316,0.1,ptfe,0.1,,,,,10.5,180,8,19.62,,inconel:0.5_s316:0.1_ptfe:0.1,inconel:0.5,s316:0.1,ptfe:0.1,,,
703,reverse,4,inconel,0.5,s316,0.1,ptfe,0.1,,,,,10.5,180,8.5,22.14,,inconel:0.5_s316:0.1_ptfe:0.1,inconel:0.5,s316:0.1,ptfe:0.1,,,
704,reverse,4,inconel,0.5,s316,0.1,ptfe,0.1,,,,,10.5,180,8.6,22.13,,inconel:0.5_s316:0.1_ptfe:0.1,inconel:0.5,s316:0.1,ptfe:0.1,,,
705,reverse,4,inconel,0.5,s316,0.1,ptfe,0.1,,,,,10.5,180,10.5,20.6,,inconel:0.5_s316:0.1_ptfe:0.1,inconel:0.5,s316:0.1,ptfe:0.1,,,
706,reverse,4,inconel,0.5,s316,0.1,ptfe,0.1,,,,,10.5,180,9,15.58,,inconel:0.5_s316:0.1_ptfe:0.1,inconel:0.5,s316:0.1,ptfe:0.1,,,
707,reverse,4,inconel,0.5,s316,0.1,ptfe,0.1,,,,,10.5,180,9,20.6,,inconel:0.5_s316:0.1_ptfe:0.1,inconel:0.5,s316:0.1,ptfe:0.1,,,
708,reverse,4,inconel,0.1, inconel,1.2,ptfe,0.1,,,,,22,210,24.2,13.67,,inconel:0.1_ inconel:1.2_ptfe:0.1,inconel:0.1, inconel:1.2,ptfe:0.1,,,
709,reverse,4,inconel,0.1, inconel,1.2,ptfe,0.1,,,,,22,210,22.5,16.54,,inconel:0.1_ inconel:1.2_ptfe:0.1,inconel:0.1, inconel:1.2,ptfe:0.1,,,
710,reverse,4,inconel,0.1, inconel,1.2,ptfe,0.1,,,,,22,210,18.2,16.54,,inconel:0.1_ inconel:1.2_ptfe:0.1,inconel:0.1, inconel:1.2,ptfe:0.1,,,
711,reverse,4,inconel,0.1, inconel,1.2,ptfe,0.1,,,,,22,210,24.5,16.54,,inconel:0.1_ inconel:1.2_ptfe:0.1,inconel:0.1, inconel:1.2,ptfe:0.1,,,
712,reverse,4,inconel,0.1, inconel,1.2,ptfe,0.1,,,,,22,210,18.37,16.54,,inconel:0.1_ inconel:1.2_ptfe:0.1,inconel:0.1, inconel:1.2,ptfe:0.1,,,
713,reverse,4,inconel,0.1, inconel,1.2,ptfe,0.1,,,,,22,210,18.76,16.54,,inconel:0.1_ inconel:1.2_ptfe:0.1,inconel:0.1, inconel:1.2,ptfe:0.1,,,
714,reverse,4,inconel,0.1, inconel,1.2,ptfe,0.1,,,,,22,210,18.45,16.54,,inconel:0.1_ inconel:1.2_ptfe:0.1,inconel:0.1, inconel:1.2,ptfe:0.1,,,
715,reverse,4,inconel,0.1, inconel,1.2,ptfe,0.1,,,,,22,210,21.85,16.54,,inconel:0.1_ inconel:1.2_ptfe:0.1,inconel:0.1, inconel:1.2,ptfe:0.1,,,
716,reverse,4,inconel,0.1, inconel,1.2,ptfe,0.1,,,,,22,210,21.4,16.54,,inconel:0.1_ inconel:1.2_ptfe:0.1,inconel:0.1, inconel:1.2,ptfe:0.1,,,
717,reverse,4,inconel,0.1, inconel,1.2,ptfe,0.1,,,,,22,210,16.5,16.54,,inconel:0.1_ inconel:1.2_ptfe:0.1,inconel:0.1, inconel:1.2,ptfe:0.1,,,
718,reverse,4,inconel,0.1, inconel,1.2,ptfe,0.1,,,,,22,210,16,16.54,,inconel:0.1_ inconel:1.2_ptfe:0.1,inconel:0.1, inconel:1.2,ptfe:0.1,,,
719,reverse,6,inconel,1.5,s316,0.1,ptfe,0.1,,,,,19,100,18.64,31.41,A6inRP19,inconel:1.5_s316:0.1_ptfe:0.1,inconel:1.5,s316:0.1,ptfe:0.1,,,
720,reverse,6,inconel,1.5,s316,0.1,ptfe,0.1,,,,,19,100,19.2,31.41,A6inRP19modified,inconel:1.5_s316:0.1_ptfe:0.1,inconel:1.5,s316:0.1,ptfe:0.1,,,
721,reverse,6,s316,0.8,s316,.05,ptfe,0.1,,,,,3,144,2.66,31.9,A6inRP22,s316:0.8_s316:.05_ptfe:0.1,s316:0.8,s316:.05,ptfe:0.1,,,
722,reverse,6,s316,0.8,s316,.05,ptfe,0.1,,,,,3,144,2.86,31.9,A6inRP23,s316:0.8_s316:.05_ptfe:0.1,s316:0.8,s316:.05,ptfe:0.1,,,
723,reverse,6,s316,0.8,s316,.05,ptfe,0.1,,,,,3,144,3.02,31.9,A6inRP23,s316:0.8_s316:.05_ptfe:0.1,s316:0.8,s316:.05,ptfe:0.1,,,
724,reverse,6,monel ,04, s316,0.05,ptfe,0.1,,,,,0.3,70,0.525,26.81,A6inRP21,monel :04_ s316:0.05_ptfe:0.1,monel :04, s316:0.05,ptfe:0.1,,,
725,reverse,6,monel ,04, s316,0.05,ptfe,0.1,,,,,0.3,70,0.445,26.81,A6inRP21.m.,monel :04_ s316:0.05_ptfe:0.1,monel :04, s316:0.05,ptfe:0.1,,,
726,reverse,6,monel ,04, s316,0.05,ptfe,0.1,,,,,0.3,70,0.392,26.81,A6inRP21.sec.m.,monel :04_ s316:0.05_ptfe:0.1,monel :04, s316:0.05,ptfe:0.1,,,
727,reverse,6,monel ,04, s316,0.05,ptfe,0.1,,,,,0.3,70,0.404,26.81,A6inRP21.T.m.,monel :04_ s316:0.05_ptfe:0.1,monel :04, s316:0.05,ptfe:0.1,,,
728,reverse,6,s316,1.5,s316,0.1,ptfe,0.1,,,,,9.4,40,9.53,28.6,A6inRP16,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
729,reverse,6,s316,1.5,s316,0.1,ptfe,0.1,,,,,9.4,40,9.37,28.7,__,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
730,reverse,6,s316,1.5,s316,0.1,ptfe,0.1,,,,,9.4,40,9.3,28.8,A6inRP16.M.,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
731,reverse,6,s316,0.4,monel,0.05,ptfe,0.1,,,,,0.5,22,0.431,50,A6inRP6,s316:0.4_monel:0.05_ptfe:0.1,s316:0.4,monel:0.05,ptfe:0.1,,,
732,reverse,6,s316,1.5,s316,0.1,ptfe,0.1,,,,,6.9,56,6.53,28.37,A6inRP7,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
733,reverse,6,s316,1.5,s316,0.1,ptfe,0.1,,,,,6.9,56,6.25,28.51,A6inRP8,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
734,reverse,6,s316,1.5,s316,0.1,ptfe,0.1,,,,,6.9,56,8.15,28.51,A6inRP9,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
735,reverse,6,s316,1.5,s316,0.1,ptfe,0.1,,,,,6.9,56,8.75,28.51,A6inRP10,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
736,reverse,6,s316,1.5,s316,0.1,ptfe,0.1,,,,,6.9,56,8.54,28.51,A6inRP11,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
737,reverse,6,s316,1.5,s316,0.1,ptfe,0.1,,,,,6.9,56,7.8,28.51,A6inRP14,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
738,reverse,6,s316,0.8,s316,0.05,ptfe,0.1,,,,,2.5,22,2.1,29.71,6inRP11,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
739,reverse,6,s316,0.4,monel,0.05,ptfe,0.1,,,,,0.5,22,0.394,29.81,A6inRP4,s316:0.4_monel:0.05_ptfe:0.1,s316:0.4,monel:0.05,ptfe:0.1,,,
740,reverse,6,s316,0.4,monel,0.05,ptfe,0.1,,,,,0.5,22,0.39,29.81,A6inRP4,s316:0.4_monel:0.05_ptfe:0.1,s316:0.4,monel:0.05,ptfe:0.1,,,
741,reverse,6,s316,0.4,monel,0.05,ptfe,0.1,,,,,0.5,22,0.434,29.81,A6inRP5,s316:0.4_monel:0.05_ptfe:0.1,s316:0.4,monel:0.05,ptfe:0.1,,,
742,reverse,6,s316,0.4,monel,0.05,ptfe,0.1,,,,,0.5,22,0.434,29.81,__,s316:0.4_monel:0.05_ptfe:0.1,s316:0.4,monel:0.05,ptfe:0.1,,,
743,reverse,6,s316,0.4,monel,0.05,ptfe,0.1,,,,,0.5,22,0.42,29.81,A6inRP6,s316:0.4_monel:0.05_ptfe:0.1,s316:0.4,monel:0.05,ptfe:0.1,,,
744,reverse,6,s316,1,s316,0.1,ptfe,0.1,,,,,5.19,66,6.61,28.84,3inch6,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
745,reverse,6,s316,1,s316,0.1,ptfe,0.1,,,,,5.19,66,5.23,28.84,6inch2,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
746,reverse,6,s316,1,s316,0.1,ptfe,0.1,,,,,5.19,66,5.34,28.84,__,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
747,reverse,6,s316,1,s316,0.1,ptfe,0.1,,,,,5.19,66,5.93,28.84,6inch5,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
748,reverse,6,s316,1,s316,0.1,ptfe,0.1,,,,,5.19,66,5.49,28.84,6inch5,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
749,reverse,6,s316,1,s316,0.1,ptfe,0.1,,,,,5.19,66,4.25,28.84,6inch4,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
750,reverse,6,s316,0.1,s316,0.1,ptfe,0.4,s316,0.05,,,6.19,71.4,6.23,28.84,6inch1,s316:0.1_s316:0.1_s316:0.05_ptfe:0.4,s316:0.1,s316:0.1,s316:0.05,ptfe:0.4,,
751,reverse,6,s316,0.1,s316,0.1,ptfe,0.4,s316,0.05,,,6.19,71.4,6.1,32.92,,s316:0.1_s316:0.1_s316:0.05_ptfe:0.4,s316:0.1,s316:0.1,s316:0.05,ptfe:0.4,,
752,reverse,6,s316,0.1,s316,0.1,ptfe,0.4,s316,0.05,,,6.19,71.4,5.49,32.92,,s316:0.1_s316:0.1_s316:0.05_ptfe:0.4,s316:0.1,s316:0.1,s316:0.05,ptfe:0.4,,
753,reverse,6,s316,0.1,s316,0.1,ptfe,0.4,s316,0.05,,,6.19,71.4,5.95,32.92,,s316:0.1_s316:0.1_s316:0.05_ptfe:0.4,s316:0.1,s316:0.1,s316:0.05,ptfe:0.4,,
754,reverse,6,s316,0.1,s316,0.1,ptfe,0.4,s316,0.05,,,6.19,71.4,5,32.92,,s316:0.1_s316:0.1_s316:0.05_ptfe:0.4,s316:0.1,s316:0.1,s316:0.05,ptfe:0.4,,
755,reverse,6,s316,0.1,s316,0.1,ptfe,0.4,s316,0.05,,,6.19,71.4,6.8,32.92,,s316:0.1_s316:0.1_s316:0.05_ptfe:0.4,s316:0.1,s316:0.1,s316:0.05,ptfe:0.4,,
756,reverse,6,s316,0.4,s316,0.1,ptfe,0.5,,,,,3.15,230,4.5,24.68,,s316:0.4_s316:0.1_ptfe:0.5,s316:0.4,s316:0.1,ptfe:0.5,,,
757,reverse,6,s316,0.4,s316,0.1,ptfe,0.5,,,,,3.15,230,3.42,21.3,,s316:0.4_s316:0.1_ptfe:0.5,s316:0.4,s316:0.1,ptfe:0.5,,,
758,reverse,6,s316,0.4,s316,0.1,ptfe,0.5,,,,,3.15,230,3.45,21.3,,s316:0.4_s316:0.1_ptfe:0.5,s316:0.4,s316:0.1,ptfe:0.5,,,
759,reverse,6,s316,0.4,s316,0.1,ptfe,0.5,,,,,3.15,230,3.53,21.3,,s316:0.4_s316:0.1_ptfe:0.5,s316:0.4,s316:0.1,ptfe:0.5,,,
760,reverse,6,s316,0.4,s316,0.1,ptfe,0.5,,,,,3.15,230,3.54,21.3,,s316:0.4_s316:0.1_ptfe:0.5,s316:0.4,s316:0.1,ptfe:0.5,,,
761,reverse,6,s316,0.4,s316,0.1,ptfe,0.5,,,,,3.15,230,3.71,21.3,,s316:0.4_s316:0.1_ptfe:0.5,s316:0.4,s316:0.1,ptfe:0.5,,,
762,reverse,6,s316,0.4,s316,0.1,ptfe,0.5,,,,,3.15,230,3.43,21.3,,s316:0.4_s316:0.1_ptfe:0.5,s316:0.4,s316:0.1,ptfe:0.5,,,
763,reverse,6,s316,0.4,s316,0.1,ptfe,0.5,,,,,3.15,230,3.7,21.3,,s316:0.4_s316:0.1_ptfe:0.5,s316:0.4,s316:0.1,ptfe:0.5,,,
764,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,6.75,19.71,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
765,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,5.6,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
766,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,5.24,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
767,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,5.13,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
768,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,5.8,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
769,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,5.03,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
770,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,5.03,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
771,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,5.14,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
772,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,4.95,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
773,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,5.19,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
774,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,5.03,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
775,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,5.43,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
776,reverse,6,inconel,0.5,s316,0.1,ptfe,0.5,,,,,5.5,38,5.65,27.23,,inconel:0.5_s316:0.1_ptfe:0.5,inconel:0.5,s316:0.1,ptfe:0.5,,,
